codigo,descricao,salario_medio_atual,modelo_vencedor,score,previsao_5,previsao_10,previsao_15,previsao_20,tendencia_salarial,tendencia_mercado
20310,Segundo Tenente de Policia Militar,1796.43,ARIMA,1.0311,11125.67,6500.44,5333.42,6752.33,Decrescente,CRESCIMENTO FORTE
21105,Subtenente da Policia Militar,1917.54,Prophet,1.1894,15837.88,11950.09,17515.77,7923.03,Decrescente,CRESCIMENTO LEVE
21110,Sargento da Policia Militar,1770.25,ARIMA,0.7887,5808.72,3420.48,12999.4,11805.26,Crescente,MERCADO ESTÁVEL
21205,Cabo da Policia Militar,1665.43,Linear,0.5668,9633.24,10555.77,5521.1,9865.53,Decrescente,CRESCIMENTO LEVE
21210,Soldado da Policia Militar,2033.62,XGBoost,0.5372,20711.97,20646.54,8412.06,12651.61,Crescente,CRESCIMENTO FORTE
30105,Coronel Bombeiro Militar,2030.13,Prophet,0.5957,18903.43,20417.25,6385.32,6074.77,Oscilante,RETRAÇÃO LEVE
30110,Major Bombeiro Militar,1987.07,ARIMA,0.8816,3552.39,20146.99,11969.79,4601.99,Crescente,RETRAÇÃO LEVE
30115,Tenente-Coronel Bombeiro Militar,1866.42,Linear,0.5147,4633.46,7048.37,11542.64,20553.57,Crescente,MERCADO ESTÁVEL
30205,Capitao Bombeiro Militar,1866.25,Fallback,1.0727,3823.77,14643.22,6216.56,3734.7,Oscilante,CRESCIMENTO FORTE
30305,Tenente do Corpo de Bombeiros Militar,2093.68,ARIMA,0.8327,17164.94,18122.14,12795.54,17650.37,Oscilante,MERCADO ESTÁVEL
31105,Subtenente Bombeiro Militar,1864.97,Fallback,0.621,5891.73,3524.09,5377.31,14639.12,Oscilante,RETRAÇÃO LEVE
31110,Sargento Bombeiro Militar,1781.82,ARIMA,0.7105,13103.49,19072.0,12129.35,10404.32,Oscilante,MERCADO ESTÁVEL
31205,Cabo Bombeiro Militar,1908.1,XGBoost,1.0435,18120.67,18132.52,5865.61,12343.36,Oscilante,CRESCIMENTO LEVE
31210,Soldado Bombeiro Militar,1620.0,Holt-Winters,0.6137,9221.25,15439.65,3252.08,9976.32,Oscilante,CRESCIMENTO LEVE
111105,Senador,1963.72,Fallback,0.8621,8984.32,3815.98,3108.17,15170.38,Crescente,MERCADO INCERTO
111110,Deputado Federal,2066.8,Prophet,0.5128,17087.5,8932.0,15385.94,12944.45,Oscilante,CRESCIMENTO FORTE
111115,Deputado Estadual e Distrital,1780.18,Holt-Winters,0.6108,11876.07,10020.39,18767.45,7368.11,Crescente,RETRAÇÃO LEVE
111120,Vereador,1946.35,XGBoost,1.1796,1911.5,9054.44,16812.21,1902.36,Crescente,RETRAÇÃO LEVE
111205,Presidente da Republica,1718.7,XGBoost,0.6454,10229.9,9119.72,11435.35,4479.51,Crescente,MERCADO ESTÁVEL
111210,Vice-Presidente da Republica,1845.45,Fallback,0.791,10768.34,12986.03,12526.36,17396.3,Oscilante,CRESCIMENTO FORTE
111215,Ministro de Estado,2084.32,Prophet,0.6902,7831.99,7254.4,5794.03,8145.36,Decrescente,CRESCIMENTO LEVE
111220,Secretario - Executivo,1646.93,Linear,0.5295,12798.46,5072.24,8094.94,1854.91,Oscilante,CRESCIMENTO FORTE
111225,Membro Superior do Poder Executivo,1756.47,Holt-Winters,0.5081,5251.89,10801.19,7705.25,19270.2,Oscilante,CRESCIMENTO FORTE
111230,Governador de Estado,2054.64,Holt-Winters,0.8405,5821.85,16876.22,10977.92,3046.96,Oscilante,CRESCIMENTO LEVE
111235,Governador do Distrito Federal,1788.06,Fallback,0.8212,20618.32,14449.44,17086.49,19545.42,Crescente,MERCADO INCERTO
111240,Vice-Governador de Estado,1676.66,XGBoost,0.6846,4558.44,3028.99,20428.03,4242.7,Crescente,CRESCIMENTO LEVE
111245,Vice-Governador do Distrito Federal,1641.34,Prophet,0.541,17545.39,16037.16,14791.49,3250.98,Decrescente,CRESCIMENTO FORTE
111250,Prefeito,1919.98,ARIMA,0.968,13675.54,2917.98,15013.76,16118.62,Crescente,MERCADO ESTÁVEL
111255,Vice-Prefeito,1835.64,XGBoost,0.5996,7037.29,13714.66,5945.08,3265.76,Decrescente,MERCADO INCERTO
111305,Ministro do Supremo Tribunal Federal,2046.17,Prophet,1.0495,15691.69,17259.98,11839.9,10242.99,Crescente,RETRAÇÃO LEVE
111310,Ministro do Superior Tribunal de Justica,1970.67,Holt-Winters,1.0722,15330.55,3983.78,9441.21,13919.27,Decrescente,CRESCIMENTO LEVE
111315,Ministro do  Superior Tribunal Militar,2071.99,XGBoost,0.5453,3492.08,4250.47,11615.04,5185.97,Crescente,MERCADO INCERTO
111320,Ministro do  Superior Tribunal do Trabalho,1662.67,Linear,0.6531,9636.52,17901.67,1677.08,5122.7,Decrescente,MERCADO ESTÁVEL
111325,Juiz de Direito,1997.1,XGBoost,0.9161,15794.08,3045.35,9005.31,5380.02,Decrescente,CRESCIMENTO FORTE
111330,Juiz Federal,1682.33,Prophet,0.6708,14943.17,15851.4,14706.76,13529.46,Oscilante,MERCADO INCERTO
111335,Juiz Auditor Federal - Justica Militar,1640.31,Linear,0.7473,17972.88,19840.89,20883.5,7464.6,Crescente,CRESCIMENTO FORTE
111340,Juiz Auditor Estadual - Justica Militar,1723.56,Prophet,0.5179,4122.9,17608.47,18132.35,9676.07,Oscilante,MERCADO INCERTO
111345,Juiz do Trabalho,1844.79,Linear,0.8985,4952.74,14053.59,16893.28,13454.4,Crescente,RETRAÇÃO LEVE
111405,Dirigente do Servico Publico Federal,1671.36,Holt-Winters,0.8701,9406.55,15670.91,4117.36,20186.03,Oscilante,MERCADO INCERTO
111410,Dirigente do Servico Publico Estadual e Distrital,1641.28,ARIMA,0.6993,18346.27,2565.35,11647.28,1734.63,Crescente,CRESCIMENTO FORTE
111415,Dirigente do Servico Publico Municipal,1667.86,Fallback,1.0375,18813.43,13717.09,19050.19,8786.11,Crescente,CRESCIMENTO LEVE
111505,Especialista de Políticas Públicas e Gestão Governamental - Eppgg,2017.9,Linear,1.1591,6253.5,10545.8,6478.64,14661.15,Crescente,RETRAÇÃO LEVE
111510,Analista de Planejamento e Orçamento - Apo,1782.62,ARIMA,0.5684,4850.8,20963.67,17327.54,7815.5,Oscilante,CRESCIMENTO FORTE
113005,Cacique,1885.36,Holt-Winters,0.7305,3838.2,17087.33,15090.94,1750.78,Decrescente,MERCADO INCERTO
113010,Lider de Comunidade Caicara,1978.71,Holt-Winters,0.6739,16150.22,8773.87,2420.95,20499.18,Decrescente,CRESCIMENTO LEVE
113015,Membro de Lideranca Quilombola,1655.19,XGBoost,1.1842,14100.88,5510.57,6792.64,9791.05,Decrescente,MERCADO ESTÁVEL
114105,Dirigente de Partido Politico,1886.23,Holt-Winters,0.9694,7158.76,4551.75,2838.06,5299.87,Oscilante,MERCADO ESTÁVEL
114205,Dirigentes de Entidades de Trabalhadores,2049.69,Linear,0.6757,2121.39,8044.82,2217.38,14055.16,Crescente,MERCADO ESTÁVEL
114210,Dirigentes de Entidades Patronais,1970.11,Holt-Winters,0.5376,8608.5,7929.73,12780.69,6838.83,Decrescente,RETRAÇÃO LEVE
114305,Dirigente e Administrador de Organizacao Religiosa,1853.74,XGBoost,0.8679,20615.7,1754.59,14288.44,3493.51,Crescente,RETRAÇÃO LEVE
114405,Dirigente e Administrador de Organizacao da Sociedade Civil sem Fins Lucrativos,1785.95,Prophet,0.9082,17926.39,4869.5,2554.92,19604.07,Oscilante,CRESCIMENTO FORTE
121005,Diretor de Planejamento Estrategico,1931.55,Prophet,0.8517,17224.22,20602.5,18799.53,8102.41,Decrescente,CRESCIMENTO LEVE
121010,Diretor Geral de Empresa e Organizacoes (Exceto de Interesse Publico),1829.12,XGBoost,0.9398,15694.31,11022.9,5881.2,4767.26,Oscilante,CRESCIMENTO FORTE
122105,Diretor de Producao e Operacoes em Empresa Agropecuaria,2072.17,Fallback,0.6,5454.27,15284.7,20256.5,12315.14,Decrescente,MERCADO ESTÁVEL
122110,Diretor de Producao e Operacoes em Empresa Aquicola,1930.71,Fallback,0.8549,20986.47,18123.99,7763.41,3416.33,Crescente,MERCADO ESTÁVEL
122115,Diretor de Producao e Operacoes em Empresa Florestal,1813.53,ARIMA,1.1479,20194.34,11863.11,18978.35,18970.47,Oscilante,MERCADO ESTÁVEL
122120,Diretor de Producao e Operacoes em Empresa Pesqueira,2071.94,XGBoost,0.7716,7943.17,3550.68,5711.92,5736.48,Decrescente,MERCADO ESTÁVEL
122205,"Diretor de Producao e Operacoes da Industria de Transformacao, Extracao Mineral e Utilidades",1774.6,Holt-Winters,1.1285,1887.42,4917.3,14034.74,2292.46,Decrescente,CRESCIMENTO LEVE
122305,Diretor de Operacoes de Obras Publica e Civil,1673.12,Linear,0.9303,8496.13,2720.62,14968.67,17099.75,Decrescente,CRESCIMENTO FORTE
122405,Diretor de Operacoes Comerciais (Comercio Atacadista e Varejista),1929.79,XGBoost,0.9792,18016.92,12388.61,16833.75,8721.08,Decrescente,MERCADO ESTÁVEL
122505,Diretor de  Producao e Operacoes de Alimentacao,1676.34,ARIMA,0.8676,15825.11,12728.82,2994.84,4790.24,Decrescente,MERCADO ESTÁVEL
122510,Diretor de  Producao e Operacoes de Hotel,1856.85,Linear,0.5555,13083.22,4598.29,10755.13,11432.57,Oscilante,MERCADO INCERTO
122515,Diretor de  Producao e Operacoes de Turismo,1938.67,ARIMA,0.7082,2422.64,14987.75,5652.15,3542.5,Oscilante,RETRAÇÃO LEVE
122520,Turismologo,1821.88,XGBoost,0.8551,16411.18,14610.88,19164.79,18483.68,Decrescente,CRESCIMENTO FORTE
122605,Diretor de Operacoes de Correios,1655.45,Linear,0.5968,3848.53,6078.24,8345.73,6504.67,Oscilante,CRESCIMENTO LEVE
122610,Diretor de Operacoes de Servicos de Armazenamento,2049.94,Linear,0.9437,2870.9,12498.0,5775.0,10937.23,Crescente,MERCADO ESTÁVEL
122615,Diretor de Operacoes de Servicos de Telecomunicacoes,2083.57,Fallback,0.9139,6601.11,19550.09,20895.31,11761.49,Decrescente,MERCADO ESTÁVEL
122620,Diretor de Operacoes de Servicos de Transporte,2011.18,Fallback,0.7308,18454.26,7959.73,14511.95,7943.05,Crescente,CRESCIMENTO LEVE
122705,Diretor Comercial em Operacoes de Intermediacao Financeira,1899.19,Linear,0.5304,18541.68,7204.87,3178.51,15813.56,Decrescente,MERCADO INCERTO
122710,Diretor de Produtos Bancarios,1676.95,Fallback,0.9816,11672.94,4475.05,19608.01,18492.81,Crescente,CRESCIMENTO FORTE
122715,Diretor de Credito Rural,1797.16,Prophet,0.6357,15635.68,5160.0,7073.56,5936.28,Crescente,MERCADO ESTÁVEL
122720,Diretor de Cambio e Comercio Exterior,2021.95,XGBoost,0.6708,10370.62,2833.76,4199.39,19295.37,Oscilante,MERCADO INCERTO
122725,Diretor de Compliance,1791.26,Fallback,0.7897,16752.68,10182.34,20799.23,7459.04,Decrescente,CRESCIMENTO FORTE
122730,Diretor de Credito (Exceto Credito Imobiliario),1916.15,XGBoost,1.1406,7926.28,7107.47,4118.13,7573.53,Decrescente,MERCADO ESTÁVEL
122735,Diretor de Credito Imobiliario,1806.52,Fallback,0.6693,20741.6,18752.57,19362.01,4123.72,Crescente,MERCADO INCERTO
122740,Diretor de Leasing,1690.17,ARIMA,1.0424,6417.08,17654.72,19916.6,14815.5,Decrescente,MERCADO INCERTO
122745,Diretor de Mercado de Capitais,1726.4,Prophet,0.9805,9020.68,3473.81,2952.8,20313.8,Crescente,RETRAÇÃO LEVE
122750,Diretor de Recuperacao de Creditos em Operacoes de Intermediacao Financeira,1719.76,ARIMA,0.9081,14242.12,6566.27,7623.13,5838.76,Crescente,RETRAÇÃO LEVE
122755,Diretor de Riscos de Mercado,1624.39,Prophet,0.7654,12029.66,13157.95,10524.31,7963.97,Oscilante,CRESCIMENTO FORTE
123105,Diretor Administrativo,1673.36,Prophet,0.7972,5906.65,16845.19,1603.27,13491.26,Decrescente,RETRAÇÃO LEVE
123110,Diretor Administrativo e Financeiro,1755.0,Fallback,0.8955,9569.1,5897.88,14500.84,19602.63,Oscilante,CRESCIMENTO LEVE
123115,Diretor Financeiro,1616.5,Prophet,1.0094,3333.01,19277.03,13327.79,7174.68,Decrescente,CRESCIMENTO FORTE
123205,Diretor de Recursos Humanos,1813.02,Holt-Winters,1.011,9932.94,19749.28,19464.67,13715.71,Crescente,MERCADO ESTÁVEL
123210,Diretor de Relacoes de Trabalho,1685.35,Holt-Winters,0.6748,12552.1,14367.41,16227.04,15497.05,Crescente,MERCADO ESTÁVEL
123305,Diretor Comercial,1923.89,Fallback,0.9311,5305.86,5092.42,15974.91,16060.6,Decrescente,CRESCIMENTO LEVE
123310,Diretor de Marketing,1974.2,Linear,0.9838,4168.08,8265.98,8007.55,12153.28,Oscilante,MERCADO INCERTO
123405,Diretor de Suprimentos,1754.62,Holt-Winters,0.7751,10676.95,20684.95,6217.53,18293.6,Crescente,MERCADO INCERTO
123410,Diretor de Suprimentos no Servico Publico,1867.58,XGBoost,0.5444,14812.77,16207.53,3370.16,20803.47,Oscilante,MERCADO INCERTO
123605,Diretor de Servicos de Informatica,1640.25,XGBoost,0.8999,8154.12,1884.38,8679.46,11894.77,Crescente,MERCADO ESTÁVEL
123705,Diretor de Pesquisa e Desenvolvimento (P&D),1875.88,XGBoost,0.7704,19459.62,11663.11,18907.93,19525.81,Oscilante,CRESCIMENTO FORTE
123805,Diretor de Manutencao,1804.34,Holt-Winters,0.8964,14441.46,15408.46,20728.99,2081.82,Oscilante,RETRAÇÃO LEVE
131105,Diretor de Servicos Culturais,1658.26,ARIMA,0.9782,18656.37,2682.78,19271.27,20429.85,Oscilante,CRESCIMENTO LEVE
131110,Diretor de Servicos Sociais,2038.94,Prophet,0.8302,18943.08,13517.22,5332.83,17474.85,Decrescente,MERCADO INCERTO
131115,Gerente de Servicos Culturais,1747.66,Prophet,0.7323,9572.06,9900.75,3149.7,13663.62,Oscilante,MERCADO INCERTO
131120,Gerente de Servicos Sociais,2049.76,Holt-Winters,0.722,18963.76,16304.05,2313.63,16908.66,Crescente,MERCADO ESTÁVEL
131205,Diretor de Servicos de Saude,2079.85,Fallback,0.7048,19501.08,20505.45,3712.98,17455.89,Decrescente,MERCADO INCERTO
131210,Gerente de Servicos de Saude,1822.05,XGBoost,0.5946,5748.3,14117.04,15944.84,12386.59,Oscilante,CRESCIMENTO FORTE
131215,Tecnólogo em Gestão Hospitalar,1861.17,Holt-Winters,0.6963,20169.74,18118.64,7933.35,3608.38,Decrescente,RETRAÇÃO LEVE
131220,Gerontólogo,2013.76,Fallback,1.1063,13158.4,7453.33,17737.35,19423.43,Decrescente,CRESCIMENTO FORTE
131225,Sanitarista,1623.56,Holt-Winters,1.1147,12169.75,6123.67,20771.31,9878.66,Decrescente,RETRAÇÃO LEVE
131305,Diretor de Instituicao Educacional da Area Privada,1682.16,XGBoost,1.1254,5816.98,7463.29,6904.02,13865.62,Oscilante,MERCADO ESTÁVEL
131310,Diretor de Instituicao Educacional Publica,1951.44,ARIMA,0.517,2604.44,7442.53,18425.98,17110.19,Oscilante,MERCADO INCERTO
131315,Gerente de Instituicao Educacional da Area Privada,1730.12,Fallback,0.8418,11585.34,9908.69,9987.27,12543.44,Decrescente,RETRAÇÃO LEVE
131320,Gerente de Servicos Educacionais da Area Publica,1917.06,XGBoost,0.7209,3500.7,3271.49,9923.72,12470.74,Oscilante,MERCADO INCERTO
141105,Gerente de Producao e Operacoes  Aquicolas,1701.19,Fallback,0.8272,20482.35,12354.84,9750.55,9396.52,Decrescente,CRESCIMENTO LEVE
141110,Gerente de Producao e Operacoes  Florestais,1788.58,Holt-Winters,0.6642,9793.75,18744.45,20628.55,3243.76,Oscilante,RETRAÇÃO LEVE
141115,Gerente de Producao e Operacoes Agropecuarias,1695.52,Fallback,1.0778,20262.2,18966.3,1758.78,16519.85,Crescente,CRESCIMENTO LEVE
141120,Gerente de Producao e Operacoes Pesqueiras,1641.98,Prophet,1.1331,20908.77,7285.47,12686.55,4048.61,Crescente,MERCADO ESTÁVEL
141205,Gerente de Producao e Operacoes,2068.16,Holt-Winters,0.912,7267.18,9626.07,17955.38,9106.31,Decrescente,CRESCIMENTO FORTE
141305,Gerente de Producao e Operacoes da Construcao Civil e Obras Publicas,1925.57,Holt-Winters,0.6946,12443.07,9960.93,8741.23,10798.94,Crescente,MERCADO ESTÁVEL
141405,Comerciante Atacadista,1828.09,XGBoost,0.7046,12610.34,7549.76,12749.47,13391.93,Crescente,RETRAÇÃO LEVE
141410,Comerciante Varejista,1653.86,Prophet,0.6534,2065.43,14536.1,10600.79,4351.63,Crescente,CRESCIMENTO FORTE
141415,Gerente de Loja e Supermercado,1693.43,ARIMA,1.1462,10736.97,11322.67,2403.08,8372.45,Decrescente,RETRAÇÃO LEVE
141420,Gerente de Operacoes de Servicos de Assistencia Tecnica,1614.97,Holt-Winters,0.9354,12569.45,12824.96,4823.28,8449.6,Crescente,MERCADO ESTÁVEL
141505,Gerente de Hotel,1886.31,XGBoost,0.697,6786.49,20533.62,4435.34,18498.54,Crescente,MERCADO INCERTO
141510,Gerente de Restaurante,1778.84,Holt-Winters,1.0702,2676.81,20340.01,14816.2,12682.99,Crescente,CRESCIMENTO FORTE
141515,Gerente de Bar,1867.95,XGBoost,1.1077,15402.66,1629.7,20602.06,9206.84,Crescente,RETRAÇÃO LEVE
141520,Gerente de Pensao,1886.09,Prophet,0.5733,2331.62,13638.49,16385.11,15980.25,Decrescente,RETRAÇÃO LEVE
141525,Gerente de Turismo,1930.1,XGBoost,0.8462,5789.11,6660.25,12010.74,12518.25,Crescente,MERCADO ESTÁVEL
141605,Gerente de Operacoes de Transportes,1936.77,ARIMA,0.9876,13774.98,2398.34,6501.04,8260.33,Oscilante,MERCADO INCERTO
141610,Gerente de Operacoes de Correios e Telecomunicacoes,1987.45,ARIMA,0.6048,8489.24,1815.89,19605.0,14243.41,Oscilante,CRESCIMENTO FORTE
141615,Gerente de Logistica (Armazenagem e Distribuicao),1800.5,Prophet,0.6148,8265.63,6614.06,19493.22,3428.48,Oscilante,CRESCIMENTO FORTE
141705,Gerente de Produtos Bancarios,1942.9,Fallback,0.9173,9252.55,12697.32,19776.43,4444.09,Decrescente,CRESCIMENTO FORTE
141710,Gerente de Agencia,1718.96,Fallback,0.7361,15249.36,5403.74,13434.33,1840.29,Crescente,CRESCIMENTO FORTE
141715,Gerente de Cambio e Comercio Exterior,1763.16,Holt-Winters,1.079,3899.4,12906.15,12209.9,3388.15,Oscilante,CRESCIMENTO FORTE
141720,Gerente de Credito e Cobranca,2030.52,Holt-Winters,1.1815,14192.45,20017.56,3797.01,12869.7,Decrescente,CRESCIMENTO LEVE
141725,Gerente de Credito Imobiliario,2068.06,Fallback,0.7774,17858.21,12136.08,2455.96,19234.73,Decrescente,MERCADO ESTÁVEL
141730,Gerente de Credito Rural,1829.88,Holt-Winters,0.9966,8145.63,2844.85,17149.86,1930.04,Oscilante,RETRAÇÃO LEVE
141735,Gerente de Recuperacao de Credito,1742.38,Fallback,0.9244,11494.89,6165.03,3727.73,15021.28,Crescente,MERCADO ESTÁVEL
142105,Gerente Administrativo,2050.38,Prophet,0.7141,18197.74,7859.63,11208.49,20848.95,Decrescente,CRESCIMENTO FORTE
142110,Gerente de Riscos,1713.62,Linear,0.5452,20929.85,5463.61,20921.9,15951.1,Decrescente,CRESCIMENTO LEVE
142115,Gerente Financeiro,2061.69,Fallback,0.9354,5669.04,15878.49,16696.78,14698.52,Oscilante,MERCADO INCERTO
142120,Tecnólogo em Gestão Administrativo- Financeira,1693.02,ARIMA,0.9778,16972.94,17414.25,6407.11,17072.45,Oscilante,RETRAÇÃO LEVE
142205,Gerente de Recursos Humanos,1882.5,Prophet,0.8813,2088.95,3255.12,9600.69,17140.5,Crescente,CRESCIMENTO LEVE
142210,Gerente de Departamento Pessoal,1745.44,ARIMA,1.0833,2576.16,12872.36,9908.39,16300.4,Decrescente,CRESCIMENTO LEVE
142305,Gerente Comercial,1991.9,XGBoost,0.9623,3269.85,9639.46,16486.33,2650.21,Crescente,RETRAÇÃO LEVE
142310,Gerente de Comunicacao,1644.46,Fallback,0.5972,18933.5,14277.84,10054.98,5892.69,Oscilante,MERCADO INCERTO
142315,Gerente de Marketing,1998.72,XGBoost,0.9733,18952.42,12357.16,3549.81,2602.59,Crescente,CRESCIMENTO FORTE
142320,Gerente de Vendas,2098.81,ARIMA,1.0825,18904.9,5523.37,8408.41,5557.0,Decrescente,MERCADO ESTÁVEL
142325,Relacoes Publicas (A),1739.27,XGBoost,1.1232,1826.71,12242.72,8051.95,8052.05,Oscilante,MERCADO INCERTO
142330,Analista de Negocios (A),1873.41,Linear,0.5758,2183.98,6608.83,12873.94,10180.18,Crescente,MERCADO INCERTO
142335,Analista de Pesquisa de Mercado (A),2039.44,XGBoost,0.6738,19814.0,12395.83,16613.87,6604.2,Oscilante,RETRAÇÃO LEVE
142340,Ouvidor,1830.09,Linear,0.8622,12733.94,4242.73,15280.63,9212.57,Oscilante,CRESCIMENTO FORTE
142345,Profissional de Relacoes Institucionais e Governamentais,1678.22,XGBoost,0.9278,11878.82,7532.37,7434.31,7003.71,Decrescente,CRESCIMENTO LEVE
142405,Gerente de Compras,1980.14,XGBoost,0.6803,5763.09,11587.68,3727.0,9013.47,Oscilante,CRESCIMENTO FORTE
142410,Gerente de Suprimentos,2092.11,Holt-Winters,0.6235,19384.1,6882.24,10981.38,16896.56,Oscilante,CRESCIMENTO LEVE
142415,Gerente de Almoxarifado,1903.8,Linear,0.5071,18188.9,19107.11,10564.97,16366.43,Oscilante,MERCADO ESTÁVEL
142505,Gerente de Rede,2007.9,Linear,0.5265,3177.8,12598.56,8645.17,4415.73,Oscilante,CRESCIMENTO LEVE
142510,Gerente de Desenvolvimento de Sistemas,1775.85,XGBoost,0.6999,9177.65,12612.29,12326.94,12557.64,Decrescente,MERCADO INCERTO
142515,Gerente de Producao de Tecnologia da Informacao,1883.74,ARIMA,0.796,16520.56,5419.09,7835.83,5257.32,Decrescente,CRESCIMENTO FORTE
142520,Gerente de Projetos de Tecnologia da Informacao,1960.49,Fallback,0.5574,6495.71,20170.43,15373.04,5053.5,Decrescente,MERCADO INCERTO
142525,Gerente de Seguranca de Tecnologia da Informacao,1845.38,Prophet,0.9673,20699.81,3138.37,14453.68,10178.33,Crescente,MERCADO ESTÁVEL
142530,Gerente de Suporte Tecnico de Tecnologia da Informacao,2096.05,Holt-Winters,0.5645,5775.12,11057.12,5465.58,17778.61,Oscilante,CRESCIMENTO FORTE
142535,Tecnólogo em Gestão da Tecnologia da Informação,1608.78,ARIMA,0.6031,4688.43,11014.55,6192.92,19128.12,Decrescente,MERCADO INCERTO
142605,Gerente de Pesquisa e Desenvolvimento (P&D),1693.58,ARIMA,1.1741,10609.16,9004.09,9669.68,15382.62,Oscilante,MERCADO ESTÁVEL
142610,Especialista em Desenvolvimento de Cigarros,1716.7,Prophet,1.097,7921.34,11357.2,15535.85,9202.66,Decrescente,RETRAÇÃO LEVE
142705,Gerente de Projetos e Servicos de Manutencao,1937.54,Fallback,0.6688,13894.84,17562.33,18175.42,2490.74,Decrescente,RETRAÇÃO LEVE
142710,Tecnólogo em Sistemas Biomédicos,1784.41,Fallback,1.0288,2011.62,7912.41,6165.64,6828.34,Decrescente,MERCADO ESTÁVEL
201105,Bioengenheiro,1945.91,ARIMA,0.925,12243.13,17846.81,12348.76,2871.92,Crescente,MERCADO INCERTO
201110,Biotecnologista,1847.39,ARIMA,0.6824,17082.34,5130.09,4581.85,9499.74,Oscilante,MERCADO ESTÁVEL
201115,Geneticista,1725.35,XGBoost,0.9699,1875.1,13991.43,7246.32,5568.4,Crescente,CRESCIMENTO FORTE
201205,Pesquisador em Metrologia,1604.35,Holt-Winters,0.8329,17508.51,2666.88,3648.25,14901.07,Oscilante,CRESCIMENTO LEVE
201210,Especialista em Calibracoes Metrologicas,1985.2,Linear,0.5116,20615.4,12873.7,14486.98,15201.91,Oscilante,CRESCIMENTO LEVE
201215,Especialista em Ensaios Metrologicos,1967.72,Holt-Winters,1.1395,3813.45,19885.03,3889.01,13214.35,Oscilante,CRESCIMENTO FORTE
201220,Especialista em Instrumentacao Metrologica,1804.83,Prophet,1.0754,20516.81,12006.88,9802.53,2338.96,Crescente,CRESCIMENTO FORTE
201225,Especialista em Materiais de Referencia Metrologica,1819.31,ARIMA,0.52,3137.58,19582.41,19764.16,4385.74,Crescente,MERCADO ESTÁVEL
202105,Engenheiro Mecatronico,1808.54,Linear,0.969,17702.99,11543.35,13629.89,5818.33,Decrescente,MERCADO INCERTO
202110,Engenheiro de Controle e Automacao (A),2099.8,XGBoost,1.0911,4814.05,9856.29,18542.05,8583.95,Crescente,RETRAÇÃO LEVE
202115,Tecnologo em Mecatronica,1973.29,Holt-Winters,1.0886,8651.59,11886.03,2449.23,20026.68,Crescente,MERCADO INCERTO
202120,Tecnologo em Automacao Industrial,1717.16,Holt-Winters,0.9454,12671.0,18325.79,14747.98,18862.26,Oscilante,CRESCIMENTO FORTE
203005,Pesquisador em Biologia Ambiental,1660.62,XGBoost,1.0801,10977.83,18403.41,7268.17,10191.79,Decrescente,RETRAÇÃO LEVE
203010,Pesquisador em Biologia Animal,2029.41,XGBoost,0.9333,14535.32,3358.23,8035.77,11133.67,Crescente,CRESCIMENTO LEVE
203015,Pesquisador em Biologia de Microorganismos e Parasitas,1655.94,Fallback,0.7298,19092.47,11300.53,18514.19,16419.66,Oscilante,CRESCIMENTO LEVE
203020,Pesquisador em Biologia Humana,1673.89,Prophet,0.9144,17652.01,6434.13,7545.02,16499.61,Crescente,CRESCIMENTO LEVE
